"Cell"	"Batch"	"Group"	"ExpLibSize"
"Cell1189"	"Cell1189"	"Batch2"	"Group2"	64108.5831588597
"Cell1190"	"Cell1190"	"Batch2"	"Group1"	60147.5218605763
"Cell1191"	"Cell1191"	"Batch2"	"Group2"	52982.6617547567
"Cell1192"	"Cell1192"	"Batch2"	"Group2"	56834.2630471711
"Cell1193"	"Cell1193"	"Batch2"	"Group2"	85916.7482632683
"Cell1194"	"Cell1194"	"Batch2"	"Group2"	58723.7865820988
"Cell1195"	"Cell1195"	"Batch2"	"Group1"	55442.5517500983
"Cell1196"	"Cell1196"	"Batch2"	"Group2"	50227.9825402552
"Cell1197"	"Cell1197"	"Batch2"	"Group2"	54224.292906139
"Cell1198"	"Cell1198"	"Batch2"	"Group2"	58873.2148173366
"Cell1199"	"Cell1199"	"Batch2"	"Group1"	45636.1564803047
"Cell1200"	"Cell1200"	"Batch2"	"Group2"	75247.6206884738
"Cell1201"	"Cell1201"	"Batch2"	"Group2"	61057.1388687419
"Cell1202"	"Cell1202"	"Batch2"	"Group2"	80258.1991381732
"Cell1203"	"Cell1203"	"Batch2"	"Group2"	72990.6894740355
"Cell1204"	"Cell1204"	"Batch2"	"Group2"	79449.5374577151
"Cell1205"	"Cell1205"	"Batch2"	"Group1"	45835.7872568705
"Cell1206"	"Cell1206"	"Batch2"	"Group1"	67232.8151279902
"Cell1207"	"Cell1207"	"Batch2"	"Group1"	55694.4487258756
"Cell1208"	"Cell1208"	"Batch2"	"Group2"	59315.7121386489
"Cell1209"	"Cell1209"	"Batch2"	"Group2"	53109.1498379214
"Cell1210"	"Cell1210"	"Batch2"	"Group2"	62506.1917391855
"Cell1211"	"Cell1211"	"Batch2"	"Group1"	61005.9266782574
"Cell1212"	"Cell1212"	"Batch2"	"Group1"	39184.3658933497
"Cell1213"	"Cell1213"	"Batch2"	"Group2"	71003.795885112
"Cell1214"	"Cell1214"	"Batch2"	"Group2"	61751.5845236268
"Cell1215"	"Cell1215"	"Batch2"	"Group1"	49297.4518439123
"Cell1216"	"Cell1216"	"Batch2"	"Group2"	48036.40465864
"Cell1217"	"Cell1217"	"Batch2"	"Group2"	52153.7320872292
"Cell1218"	"Cell1218"	"Batch2"	"Group2"	43620.0861845741
"Cell1219"	"Cell1219"	"Batch2"	"Group2"	61546.8045109827
"Cell1220"	"Cell1220"	"Batch2"	"Group1"	80859.5348782682
"Cell1221"	"Cell1221"	"Batch2"	"Group2"	62228.9943630112
"Cell1222"	"Cell1222"	"Batch2"	"Group2"	66531.5098601848
"Cell1223"	"Cell1223"	"Batch2"	"Group2"	44505.0854659928
"Cell1224"	"Cell1224"	"Batch2"	"Group2"	44009.4584837381
"Cell1225"	"Cell1225"	"Batch2"	"Group1"	50046.7787792456
"Cell1226"	"Cell1226"	"Batch2"	"Group1"	69162.4936884573
"Cell1227"	"Cell1227"	"Batch2"	"Group2"	50166.3424184612
"Cell1228"	"Cell1228"	"Batch2"	"Group2"	66951.228813076
"Cell1229"	"Cell1229"	"Batch2"	"Group1"	57311.2660769877
"Cell1230"	"Cell1230"	"Batch2"	"Group2"	64648.7918500173
"Cell1231"	"Cell1231"	"Batch2"	"Group1"	48638.7578140087
"Cell1232"	"Cell1232"	"Batch2"	"Group2"	49523.4488378549
"Cell1233"	"Cell1233"	"Batch2"	"Group2"	58639.7345163734
"Cell1234"	"Cell1234"	"Batch2"	"Group1"	57426.3065426011
"Cell1235"	"Cell1235"	"Batch2"	"Group1"	41867.0316033041
"Cell1236"	"Cell1236"	"Batch2"	"Group2"	66663.7685533439
"Cell1237"	"Cell1237"	"Batch2"	"Group2"	40540.6634820736
"Cell1238"	"Cell1238"	"Batch2"	"Group2"	55102.6510651884
"Cell1239"	"Cell1239"	"Batch2"	"Group2"	60537.9629566786
"Cell1240"	"Cell1240"	"Batch2"	"Group2"	52031.2644431116
"Cell1241"	"Cell1241"	"Batch2"	"Group1"	45217.1714713462
"Cell1242"	"Cell1242"	"Batch2"	"Group2"	55283.8009280689
"Cell1243"	"Cell1243"	"Batch2"	"Group1"	58566.3536040697
"Cell1244"	"Cell1244"	"Batch2"	"Group1"	49770.8280748093
"Cell1245"	"Cell1245"	"Batch2"	"Group2"	45640.5292418083
"Cell1246"	"Cell1246"	"Batch2"	"Group1"	47149.5197979961
"Cell1247"	"Cell1247"	"Batch2"	"Group2"	53868.568610581
"Cell1248"	"Cell1248"	"Batch2"	"Group1"	54692.1037632287
"Cell1249"	"Cell1249"	"Batch2"	"Group2"	79530.5925548744
"Cell1250"	"Cell1250"	"Batch2"	"Group1"	46298.4504122749
"Cell1251"	"Cell1251"	"Batch2"	"Group1"	64616.8045226875
"Cell1252"	"Cell1252"	"Batch2"	"Group1"	55078.0351627831
"Cell1253"	"Cell1253"	"Batch2"	"Group2"	60996.5316997311
"Cell1254"	"Cell1254"	"Batch2"	"Group2"	52432.5621739976
"Cell1255"	"Cell1255"	"Batch2"	"Group2"	70302.6995790553
"Cell1256"	"Cell1256"	"Batch2"	"Group2"	42590.3708754979
"Cell1257"	"Cell1257"	"Batch2"	"Group2"	61745.8110234962
"Cell1258"	"Cell1258"	"Batch2"	"Group2"	60187.2069744865
"Cell1259"	"Cell1259"	"Batch2"	"Group2"	73952.085987214
"Cell1260"	"Cell1260"	"Batch2"	"Group1"	57245.629456428
"Cell1261"	"Cell1261"	"Batch2"	"Group2"	66126.1313233915
"Cell1262"	"Cell1262"	"Batch2"	"Group1"	64856.135176896
"Cell1263"	"Cell1263"	"Batch2"	"Group1"	52607.6828508424
"Cell1264"	"Cell1264"	"Batch2"	"Group2"	58879.4520440573
"Cell1265"	"Cell1265"	"Batch2"	"Group2"	58295.2421947
"Cell1266"	"Cell1266"	"Batch2"	"Group2"	74900.8689640962
"Cell1267"	"Cell1267"	"Batch2"	"Group1"	62808.4058438977
"Cell1268"	"Cell1268"	"Batch2"	"Group2"	63457.1683532393
"Cell1269"	"Cell1269"	"Batch2"	"Group1"	95675.7628571126
"Cell1270"	"Cell1270"	"Batch2"	"Group2"	65072.6503543096
"Cell1271"	"Cell1271"	"Batch2"	"Group2"	64376.0028163141
"Cell1272"	"Cell1272"	"Batch2"	"Group1"	66591.7866330387
"Cell1273"	"Cell1273"	"Batch2"	"Group2"	81601.950811325
"Cell1274"	"Cell1274"	"Batch2"	"Group2"	72569.3300258925
"Cell1275"	"Cell1275"	"Batch2"	"Group2"	64067.1631129302
"Cell1276"	"Cell1276"	"Batch2"	"Group2"	52987.3984487739
"Cell1277"	"Cell1277"	"Batch2"	"Group2"	64306.1409339864
"Cell1278"	"Cell1278"	"Batch2"	"Group1"	61592.8909358048
"Cell1279"	"Cell1279"	"Batch2"	"Group2"	41470.6709072463
"Cell1280"	"Cell1280"	"Batch2"	"Group2"	43993.3511265254
"Cell1281"	"Cell1281"	"Batch2"	"Group1"	41819.7262527715
"Cell1282"	"Cell1282"	"Batch2"	"Group2"	79451.5738983903
"Cell1283"	"Cell1283"	"Batch2"	"Group2"	67755.9513949746
"Cell1284"	"Cell1284"	"Batch2"	"Group2"	37418.0662865988
"Cell1285"	"Cell1285"	"Batch2"	"Group2"	65736.283822879
"Cell1286"	"Cell1286"	"Batch2"	"Group2"	60643.4182101636
"Cell1287"	"Cell1287"	"Batch2"	"Group1"	56882.778494254
"Cell1288"	"Cell1288"	"Batch2"	"Group2"	51590.6427179309
"Cell1289"	"Cell1289"	"Batch2"	"Group2"	46452.9357536335
"Cell1290"	"Cell1290"	"Batch2"	"Group2"	71148.5768767823
"Cell1291"	"Cell1291"	"Batch2"	"Group2"	53349.1362113116
"Cell1292"	"Cell1292"	"Batch2"	"Group2"	58311.0289546734
"Cell1293"	"Cell1293"	"Batch2"	"Group2"	67330.2988501384
"Cell1294"	"Cell1294"	"Batch2"	"Group1"	66635.9869639948
"Cell1295"	"Cell1295"	"Batch2"	"Group1"	55343.6945810825
"Cell1296"	"Cell1296"	"Batch2"	"Group2"	53738.1317285218
"Cell1297"	"Cell1297"	"Batch2"	"Group2"	63063.0427151172
"Cell1298"	"Cell1298"	"Batch2"	"Group2"	47303.7213943363
"Cell1299"	"Cell1299"	"Batch2"	"Group2"	63654.6524582702
"Cell1300"	"Cell1300"	"Batch2"	"Group2"	61988.0092310581
"Cell1301"	"Cell1301"	"Batch2"	"Group1"	62951.2321929389
"Cell1302"	"Cell1302"	"Batch2"	"Group1"	56636.8544037143
"Cell1303"	"Cell1303"	"Batch2"	"Group2"	42406.3270577455
"Cell1304"	"Cell1304"	"Batch2"	"Group2"	40081.053134678
"Cell1305"	"Cell1305"	"Batch2"	"Group2"	46241.7493181853
"Cell1306"	"Cell1306"	"Batch2"	"Group1"	64419.2413179824
"Cell1307"	"Cell1307"	"Batch2"	"Group1"	58078.995208408
"Cell1308"	"Cell1308"	"Batch2"	"Group1"	51698.3519072114
"Cell1309"	"Cell1309"	"Batch2"	"Group1"	51205.6721260618
"Cell1310"	"Cell1310"	"Batch2"	"Group2"	66857.1415947511
"Cell1311"	"Cell1311"	"Batch2"	"Group2"	43383.3845846716
"Cell1312"	"Cell1312"	"Batch2"	"Group1"	69538.4618656617
"Cell1313"	"Cell1313"	"Batch2"	"Group2"	65503.5227256097
"Cell1314"	"Cell1314"	"Batch2"	"Group2"	50311.4264307686
"Cell1315"	"Cell1315"	"Batch2"	"Group2"	58714.9943592051
"Cell1316"	"Cell1316"	"Batch2"	"Group2"	71583.5116880735
"Cell1317"	"Cell1317"	"Batch2"	"Group2"	78447.3532116335
"Cell1318"	"Cell1318"	"Batch2"	"Group2"	80643.5478797215
"Cell1319"	"Cell1319"	"Batch2"	"Group1"	64486.6459987594
"Cell1320"	"Cell1320"	"Batch2"	"Group2"	57360.1649689729
"Cell1321"	"Cell1321"	"Batch2"	"Group2"	65584.7788306079
"Cell1322"	"Cell1322"	"Batch2"	"Group2"	56861.7281576738
"Cell1323"	"Cell1323"	"Batch2"	"Group1"	48992.1445815709
"Cell1324"	"Cell1324"	"Batch2"	"Group1"	70886.0329443029
"Cell1325"	"Cell1325"	"Batch2"	"Group2"	68798.123936122
"Cell1326"	"Cell1326"	"Batch2"	"Group1"	77049.2995247755
"Cell1327"	"Cell1327"	"Batch2"	"Group1"	83559.3016249024
"Cell1328"	"Cell1328"	"Batch2"	"Group1"	80368.0178118045
"Cell1329"	"Cell1329"	"Batch2"	"Group1"	70112.974466936
"Cell1330"	"Cell1330"	"Batch2"	"Group2"	59439.1955665768
"Cell1331"	"Cell1331"	"Batch2"	"Group2"	58790.9578894525
"Cell1332"	"Cell1332"	"Batch2"	"Group2"	55128.7926997326
"Cell1333"	"Cell1333"	"Batch2"	"Group1"	51215.0012017778
"Cell1334"	"Cell1334"	"Batch2"	"Group1"	55380.423447769
"Cell1335"	"Cell1335"	"Batch2"	"Group2"	67694.9948194806
"Cell1336"	"Cell1336"	"Batch2"	"Group2"	64662.4152763304
"Cell1337"	"Cell1337"	"Batch2"	"Group2"	47045.4140258352
"Cell1338"	"Cell1338"	"Batch2"	"Group2"	76082.2479525011
"Cell1339"	"Cell1339"	"Batch2"	"Group2"	77515.1169183585
"Cell1340"	"Cell1340"	"Batch2"	"Group2"	80548.4640791068
"Cell1341"	"Cell1341"	"Batch2"	"Group1"	46876.9308006221
"Cell1342"	"Cell1342"	"Batch2"	"Group2"	55125.356129413
"Cell1343"	"Cell1343"	"Batch2"	"Group2"	55164.9919218109
"Cell1344"	"Cell1344"	"Batch2"	"Group2"	54708.0999158346
"Cell1345"	"Cell1345"	"Batch2"	"Group2"	53479.8491031035
"Cell1346"	"Cell1346"	"Batch2"	"Group1"	53530.0219319539
"Cell1347"	"Cell1347"	"Batch2"	"Group2"	49310.3060870248
"Cell1348"	"Cell1348"	"Batch2"	"Group2"	53499.9121467172
"Cell1349"	"Cell1349"	"Batch2"	"Group1"	56027.2081384196
"Cell1350"	"Cell1350"	"Batch2"	"Group2"	62238.5599758527
"Cell1351"	"Cell1351"	"Batch2"	"Group2"	67584.1367650513
"Cell1352"	"Cell1352"	"Batch2"	"Group2"	72516.8856966481
"Cell1353"	"Cell1353"	"Batch2"	"Group2"	51013.0270888212
"Cell1354"	"Cell1354"	"Batch2"	"Group2"	60385.8286335082
"Cell1355"	"Cell1355"	"Batch2"	"Group1"	95524.7038813251
"Cell1356"	"Cell1356"	"Batch2"	"Group2"	54591.119874011
"Cell1357"	"Cell1357"	"Batch2"	"Group2"	69430.808965637
"Cell1358"	"Cell1358"	"Batch2"	"Group2"	52069.3138107842
"Cell1359"	"Cell1359"	"Batch2"	"Group2"	74092.8103522298
"Cell1360"	"Cell1360"	"Batch2"	"Group2"	66776.290525458
"Cell1361"	"Cell1361"	"Batch2"	"Group2"	49829.2846793349
"Cell1362"	"Cell1362"	"Batch2"	"Group1"	73499.8223899846
"Cell1363"	"Cell1363"	"Batch2"	"Group2"	74992.8219482265
"Cell1364"	"Cell1364"	"Batch2"	"Group2"	71436.203882799
"Cell1365"	"Cell1365"	"Batch2"	"Group1"	34419.6973829046
"Cell1366"	"Cell1366"	"Batch2"	"Group2"	61621.4507749792
"Cell1367"	"Cell1367"	"Batch2"	"Group2"	81143.6747734329
"Cell1368"	"Cell1368"	"Batch2"	"Group2"	57857.4082694347
"Cell1369"	"Cell1369"	"Batch2"	"Group1"	52489.6349800387
"Cell1370"	"Cell1370"	"Batch2"	"Group2"	58054.7076079838
"Cell1371"	"Cell1371"	"Batch2"	"Group2"	37175.0135839075
"Cell1372"	"Cell1372"	"Batch2"	"Group2"	47683.494118635
"Cell1373"	"Cell1373"	"Batch2"	"Group2"	58838.3359531403
"Cell1374"	"Cell1374"	"Batch2"	"Group2"	70761.1460279886
"Cell1375"	"Cell1375"	"Batch2"	"Group2"	62468.7789202574
"Cell1376"	"Cell1376"	"Batch2"	"Group2"	68068.4612160079
"Cell1377"	"Cell1377"	"Batch2"	"Group2"	48707.0862375252
"Cell1378"	"Cell1378"	"Batch2"	"Group2"	80591.9567031837
"Cell1379"	"Cell1379"	"Batch2"	"Group2"	75970.1097735624
"Cell1380"	"Cell1380"	"Batch2"	"Group1"	67740.895523539
"Cell1381"	"Cell1381"	"Batch2"	"Group2"	57838.6395193791
"Cell1382"	"Cell1382"	"Batch2"	"Group1"	71133.6718555179
"Cell1383"	"Cell1383"	"Batch2"	"Group2"	52890.7008516776
"Cell1384"	"Cell1384"	"Batch2"	"Group2"	50229.4803131744
"Cell1385"	"Cell1385"	"Batch2"	"Group1"	38341.2251368972
"Cell1386"	"Cell1386"	"Batch2"	"Group2"	62233.74433556
"Cell1387"	"Cell1387"	"Batch2"	"Group2"	37702.008829247
"Cell1388"	"Cell1388"	"Batch2"	"Group2"	59583.4566521749
"Cell1389"	"Cell1389"	"Batch2"	"Group2"	65399.3839612263
"Cell1390"	"Cell1390"	"Batch2"	"Group2"	70116.6351424558
"Cell1391"	"Cell1391"	"Batch2"	"Group2"	73450.2749778153
"Cell1392"	"Cell1392"	"Batch2"	"Group1"	67714.2708364782
"Cell1393"	"Cell1393"	"Batch2"	"Group2"	50417.0368040661
"Cell1394"	"Cell1394"	"Batch2"	"Group2"	71549.8576363337
"Cell1395"	"Cell1395"	"Batch2"	"Group2"	60636.6605975023
"Cell1396"	"Cell1396"	"Batch2"	"Group2"	41236.0349958423
"Cell1397"	"Cell1397"	"Batch2"	"Group2"	58534.5601053673
"Cell1398"	"Cell1398"	"Batch2"	"Group2"	41911.8014942115
"Cell1399"	"Cell1399"	"Batch2"	"Group2"	48499.167501235
"Cell1400"	"Cell1400"	"Batch2"	"Group2"	52898.4366531438
